portal,published_date,author,headline,url_link,sentiment_label,sentiment_score
The Print,20-09-2024,Reuters,Soccer-Arnold resigns as Australia coach after World Cup qualifying setbacks,https://theprint.in/sport/soccer-arnold-resigns-as-australia-coach-after-world-cup-qualifying-setbacks/2275730/,Neutral,0.9176808595657348
The Print,20-09-2024,Yuthika Bhargava,"Tech captains bat for risk-based approach to regulate technology. ‘Target harmful behaviours, misuse’",https://theprint.in/tech/tech-captains-bat-for-risk-based-approach-to-regulate-technology-target-harmful-behaviours-misuse/2276464/,Neutral,0.6007149815559387
Sabrangindia,20-09-2024,Sabrang,Supreme Court takes action amid outrage following Karnataka Judge’s anti-Muslim and gender-insensitive comments in court,https://sabrangindia.in/supreme-court-takes-action-amid-outrage-following-karnataka-judges-anti-muslim-and-gender-insensitive-comments-in-court/,Negative,0.907247006893158
Sabrangindia,20-09-2024,Sabrangindia,State-sponsored mobocracy: Fact-finding report reveals anti-Muslim actions in Surat,https://sabrangindia.in/state-sponsored-mobocracy-fact-finding-report-reveals-anti-muslim-actions-in-surat/,Negative,0.9281020760536194
Sabrangindia,20-09-2024,Sabrangindia,"Religious hate finds a stage at Dehradun Press Club, event on “how to save women from jihadis” organised",https://sabrangindia.in/religious-hate-finds-a-stage-at-dehradun-press-club-event-on-how-to-save-women-from-jihadis-organised/,Neutral,0.6164135932922363
Sabrangindia,20-09-2024,CJP Team,Violence against Dalits exposed: brutal police torture and arson attack shake BJP-ruled states,https://sabrangindia.in/violence-against-dalits-exposed-brutal-police-torture-and-arson-attack-shake-bjp-ruled-states/,Negative,0.970831334590912
Maktoobmedia,20-09-2024,Maktoob Staff,"“Kept in custody by police, certificate taken away”: TISS students who displayed placards at convocation",https://maktoobmedia.com/india/kept-in-custody-by-police-certificate-taken-away-tiss-students-who-displayed-placards-at-convocation/,Neutral,0.9459461569786072
Maktoobmedia,20-09-2024,Maktoob Staff,"Chhattisgarh: IPS officer suspended after man dies in jail, family alleges police torture",https://maktoobmedia.com/india/chhattisgarh-ips-officer-suspended-after-man-dies-in-jail-family-alleges-police-torture/,Negative,0.9496696591377258
Maktoobmedia,20-09-2024,Maktoob Staff,Children among casualities as Israel bombs residental building in Beirut to target Hezbollah leader,https://maktoobmedia.com/world/children-among-casualities-as-israel-bombs-residental-building-in-beirut-to-target-hezbollah-leader/,Negative,0.9161710739135742
Maktoobmedia,20-09-2024,Maktoob Staff,"Bombay HC strikes down IT Rules amendment, terms Fact Check Unit ‘unconstitutional’",https://maktoobmedia.com/india/bombay-hc-strikes-down-it-rules-amendment-terms-fact-check-unit-unconstitutional/,Negative,0.5646457672119141
Maktoobmedia,20-09-2024,Maktoob Staff,Survey reveals 80% of Indian-American Muslims experience Islamophobia from Hindu nationalist peers,https://maktoobmedia.com/world/survey-reveals-80-of-indian-american-muslims-experience-islamophobia-from-hindu-nationalist-peers/,Neutral,0.5306364893913269
Maktoobmedia,20-09-2024,Maktoob Staff,Video: Student protests at MANUU after students union election suspended,https://maktoobmedia.com/india/video-student-protests-at-manuu-after-students-union-election-suspended/,Negative,0.8903271555900574
Maktoobmedia,20-09-2024,Maktoob Staff,"Exploding pagers and radios: A terrifying violation of international law, say UN experts",https://maktoobmedia.com/world/exploding-pagers-and-radios-a-terrifying-violation-of-international-law-say-un-experts/,Negative,0.9532602429389954
The News Minute,20-09-2024,Shivani Kava,The evidence trail in the Prajwal Revanna sexual assault case,https://www.thenewsminute.com/karnataka/the-evidence-trail-in-the-prajwal-revanna-sexual-assault-case,Neutral,0.9616349339485168
The News Minute,20-09-2024,Anjana Meenakshi,Tirupati laddu ghee adulteration row: What the lab reports say,https://www.thenewsminute.com/andhra-pradesh/tirupati-laddu-ghee-adulteration-row-what-the-lab-reports-say,Neutral,0.9169862866401672
The News Minute,20-09-2024,Anisha Sheth,"Lokayukta police close in on HDK, BSY in ‘joint’ land denotification scam",https://www.thenewsminute.com/karnataka/lokayukta-police-close-in-on-hdk-bsy-in-joint-land-denotification-scam,Neutral,0.9225414991378784
The News Minute,20-09-2024,TNM Staff,"Civil rights groups condemn Karnataka HC judge’s divisive, misogynistic comments",https://www.thenewsminute.com/karnataka/civil-rights-groups-condemn-karnataka-hc-judges-divisive-misogynistic-comments,Negative,0.9607042074203492
The News Minute,20-09-2024,Maria Teresa Raju,‘What action will EY take?’: Anna Sebastian’s father speaks to TNM,https://www.thenewsminute.com/news/what-action-will-ey-take-anna-sebastians-father-speaks-to-tnm,Neutral,0.9825016856193542
The Week,20-09-2024,Lakshmi Subramanian,Economic revival on ballot as Sri Lanka chooses new president on Saturday,https://www.theweek.in,Positive,0.617631733417511
The Week,20-09-2024,Rahul Devulapalli,Tirumala laddoo becomes a flashpoint in Andhra politics; Jagan reacts to Naidu's charges,https://www.theweek.in/news/india/2024/09/20/tirumala-laddoo-becomes-a-flashpoint-in-andhra-politics-jagan-reacts-to-naidus-charges.html,Neutral,0.9526836276054382
The Week,20-09-2024,Web Desk,Bombay HC strikes down amended IT Rules allowing Centre to set up fact check unit,https://www.theweek.in/news/india/2024/09/20/bombay-hc-strikes-down-amended-it-rules-allowing-centre-to-set-up-fact-check-unit.html,Neutral,0.9582508206367492
The Week,20-09-2024,Web Desk,Tirupati laddu row: Why the supply of Nandini ghee to the temple ended in 2023 after 50 years?,https://www.theweek.in/news/india/2024/09/20/tirupati-laddoo-row-why-the-supply-of-nandini-ghee-to-the-temple-ended-in-2023-after-50-years.html,Neutral,0.6236706972122192
The Week,20-09-2024,Web desk,Congress even hates Ganpati puja; Karnataka govt put Ganpati Bappa behind bars: Modi,https://www.theweek.in/news/india/2024/09/20/congress-even-hates-ganpati-puja-karnataka-govt-put-ganpati-bappa-behind-bars-modi.html,Negative,0.9086116552352904
The Week,20-09-2024,Web Desk,"Unstoppable bulls: Sensex jumps 1,359 points to settle above 84,000-mark; Nifty at all-time closing high",https://www.theweek.in/news/biz-tech/2024/09/20/unstoppable-bulls-sensex-jumps-1359-points-to-settle-above-84000-mark-nifty-at-all-time-closing-high.html,Neutral,0.8179721832275391
The Week,20-09-2024,Web Desk,"Kolkata rape-murder: Agitating junior doctors march to CBI office before ending strike, to wait a week for govt to fulfill promises",https://www.theweek.in/news/india/2024/09/20/kolkata-rape-murder-agitating-junior-doctors-march-to-cbi-office-before-ending-strike-to-wait-a-week-for-govt-to-fulfill-promises.html,Negative,0.8553013205528259
The Week,20-09-2024,Prathima Nandakumar,"Will Karnataka do a Gujarat, and slash governor's powers as chancellor?",https://www.theweek.in/news/india/2024/09/20/will-karnataka-do-a-gujarat-and-slash-governors-powers-as-chancellor.html,Neutral,0.7267223000526428
The Week,20-09-2024,Web Desk,Did Amul supply ghee to Tirupati temple for its laddus? Dairy brand clarifies,https://www.theweek.in/news/india/2024/09/20/did-amul-supply-ghee-to-tirupati-temple-for-its-laddus-gujarat-based-dairy-brand-clarifies.html,Neutral,0.9535728693008424
The Week,20-09-2024,Web Desk,NIA conducts searches in Punjab in conspiracy case involving terrorist Gurpatwant Singh Pannun,https://www.theweek.in/news/india/2024/09/20/nia-conducts-searches-in-punjab-in-conspiracy-case-involving-terrorist-gurpatwant-singh-pannun.html,Neutral,0.9364492893218994
The Week,20-09-2024,Web Desk,"Who is Rinson Jose? Indian techie's alleged involvement in Hezbollah pager attack worries friends, family",https://www.theweek.in/news/india/2024/09/20/who-is-rinson-jose-indian-techies-alleged-involvement-in-hezbollah-pager-attack-worries-friends-family.html,Negative,0.848202645778656
The Week,20-09-2024,PTI,Chennai Test: Jasprit Bumrah-led India bowl out Bangladesh for 149,https://www.theweek.in/news/sports/2024/09/20/chennai-test-jasprit-bumrah-led-india-bowl-out-bangladesh-for-149.html,Neutral,0.9804351329803468
The Week,20-09-2024,Web Desk,Chennai Test: Hasan Mahmud shines as Bangladesh bowl out India for 376,https://www.theweek.in/news/sports/2024/09/20/cricket-live-chennai-test-hasan-mahmud-shines-as-bangladesh-bowl-out-india-for-376.html,Neutral,0.7580364942550659
The Week,20-09-2024,Web Desk,INS Vikrant joins Indian Navy fleet. A game-changer for Indo-Pacific defence,https://www.theweek.in/news/defence/2024/09/20/ins-vikrant-joins-indian-navy-fleet-a-game-changer-for-indo-pacific-defence.html,Positive,0.9190682768821716
The Week,20-09-2024,Web Desk,"US falling behind in defence systems? Commission calls for major military revamp to counter China, Russia",https://www.theweek.in/news/defence/2024/09/20/us-falling-behind-in-defence-systems-commission-calls-for-major-military-revamp-to-counter-china-russia.html,Neutral,0.6934030652046204
The Week,20-09-2024,Web Desk,Who was Ibrahim Aqil? Hezbollah leader killed in Israeli airstrike in Beirut,https://www.theweek.in/news/world/2024/09/20/who-is-ibrahim-aqil-hezbollah-leader-killed-in-beirut-israeli-airstrike.html,Negative,0.8430262804031372
The Week,20-09-2024,Web Desk,"Bulls surge ahead: Sensex crosses historic 84,000 mark; Nifty at all-time high. What's causing the rally?",https://www.theweek.in/news/biz-tech/2024/09/20/bulls-surge-ahead-sensex-crosses-historic-84000-mark-nifty-at-all-time-high-whats-causing-the-rally.html,Positive,0.7366655468940735
The Week,20-09-2024,Web Desk,Sunita Williams turns 59! Find out how the astronaut celebrated her birthday in space,https://www.theweek.in/news/sci-tech/2024/09/20/sunita-williams-turns-59-find-out-how-the-astronaut-celebrated-her-birthday-in-space.html,Positive,0.8682183623313904
The Week,20-09-2024,Shyla Jovitha Abraham,Don’t soothe kids with digital devices,https://www.theweek.in/news/health/2024/09/20/dont-soothe-kids-with-digital-devices.html,Neutral,0.6744827032089233
The Week,20-09-2024,Shyla Jovitha Abraham,Healthy diet at 40 linked to better physical and mental function at 70,https://www.theweek.in/news/health/2024/09/20/healthy-diet-at-40-linked-to-better-physical-and-mental-function-at-70.html,Positive,0.8416919112205505
The Week,20-09-2024,Mohit Sharma,First-of-its-kind course on dam safety in India at IIT Roorkee,https://www.theweek.in/education/latest/2024/09/20/first-of-its-kind-course-on-dam-safety-in-india-at-iit-roorkee.html,Neutral,0.9248043298721312
The Week,20-09-2024,PTI,Tirupati laddu controversy  Horrendous sin  says Acharya Krishnam  seeks strict action,https://www.theweek.in/wire-updates/national/2024/09/20/bes27-mp-tirupati-laddu-krishnam.html,Negative,0.9777420163154602
The Week,20-09-2024,PTI,On 11th day of Kisan Nyaya Yatra  MP Cong takes out tractor rallies in 55 districts,https://www.theweek.in/wire-updates/national/2024/09/20/bom38-mp-cong-soybean-ld-protest--corr.html,Neutral,0.9810529351234436
The Week,20-09-2024,PTI,Rajasthan teacher held for molestation attempt on 17-year-old student  principal suspended,https://www.theweek.in/wire-updates/national/2024/09/20/des90-rj-student-molestation-bid.html,Negative,0.8199591636657715
The Week,20-09-2024,PTI,1 dead  43 injured as bus overturns in UP's Sonbhadra,https://www.theweek.in/wire-updates/national/2024/09/20/del91-up-bus-ld-accident.html,Negative,0.959807276725769
The Week,20-09-2024,PTI,Hooda accuses BJP govt of giving step-motherly treatment to Sonipat,https://www.theweek.in/wire-updates/national/2024/09/20/des86-hr-polls-hooda.html,Neutral,0.9301412105560304
The Week,20-09-2024,PTI,Jolt to Imran Khan's party  reshuffle in national assembly strips its parliamentary presence,https://www.theweek.in/wire-updates/international/2024/09/20/fgn55-pak-imran-party-seats.html,Neutral,0.7497594356536865
The Week,20-09-2024,PTI,Dutch prosecutors say man arrested after fatal stabbing suspected of terrorist motive,https://www.theweek.in/wire-updates/international/2024/09/20/fgn54-netherlands-stabbing-2ndld-suspect.html,Negative,0.8560659289360046
The Week,20-09-2024,PTI,Congress scrambles to ensure safety of presidential candidates in final weeks of campaign,https://www.theweek.in/wire-updates/international/2024/09/20/fgn53-us-election-candidates-safety.html,Neutral,0.9497771859169006
The Week,20-09-2024,PTI,Israel's military says strike on Beirut killed senior Hezbollah official Ibrahim Akil,https://www.theweek.in/wire-updates/international/2024/09/20/fgn52-israel-lebanon-5thld-attack.html,Negative,0.7991172671318054
The Week,20-09-2024,PTI,Kaviyoor Ponnamma  beloved matriarch of Malayalam cinema  dies,https://www.theweek.in/wire-updates/entertainment/2024/09/20/mds42-kl-actor-ld-death.html,Neutral,0.6055423021316528
The Week,20-09-2024,PTI,Privilege to show Kareena as actor and not star in 'The Buckingham Murders'  Hansal Mehta,https://www.theweek.in/wire-updates/entertainment/2024/09/20/ent11-hansal-mehta-interview.html,Neutral,0.9270976185798644
The Week,20-09-2024,PTI,We constantly try to be there for each other  Ananya on her equation with Sara and Jahnvi,https://www.theweek.in/wire-updates/entertainment/2024/09/20/ent12-cinema-ananya.html,Neutral,0.8802937865257263
The Week,20-09-2024,PTI,Kiran Rao hopes 'Laapataa Ladies' is picked as India's Oscar entry,https://www.theweek.in/wire-updates/entertainment/2024/09/20/ent8-kiran-rao-film-oscars.html,Neutral,0.6583621501922607
The Week,20-09-2024,PTI,'The Night Manager' nominated in drama series category at Int Emmys  Anil Kapoor 'ecstatic',https://www.theweek.in/wire-updates/entertainment/2024/09/20/ent5-int-emmys-ld-night-manager.html,Neutral,0.8511459231376648
The Week,20-09-2024,PTI,Nihal  Augustine goals guide Punjab FC to 2-1 win over Odisha FC,https://www.theweek.in/wire-updates/sports/2024/09/20/spd33-spo-foot-isl.html,Neutral,0.719642162322998
The Week,20-09-2024,PTI,Sri Lanka seizes control of Galle test against New Zealand with sensible batting,https://www.theweek.in/wire-updates/sports/2024/09/20/spf32-spo-cri-sl-2nd-ld-nz.html,Positive,0.6045244932174683
The Week,20-09-2024,PTI,'Embarrassed' AICF files police complaint after Chess Olympiad trophy goes missing,https://www.theweek.in/wire-updates/sports/2024/09/20/spd31-spo-chess-olympiad-aicf-trophy.html,Negative,0.98385888338089
The Week,20-09-2024,PTI,Transformed Chepauk pitch offers a fever-dream for pacers,https://www.theweek.in/wire-updates/sports/2024/09/20/spd32-spo-cri-ind-pitch.html,Positive,0.8878454566001892
The Week,20-09-2024,PTI,There wicket had no grip  so I used one of those tactics that I''ve used in domestic cricket  Bumrah,https://www.theweek.in/wire-updates/sports/2024/09/20/spd30-spo-cri-bumrah.html,Neutral,0.6946088671684265
The Week,20-09-2024,PTI,India-Asean FTA review talks  Goyal for addressing local industry's concerns,https://www.theweek.in/wire-updates/business/2024/09/20/del90-biz-goyal-2ndld-asean-fta.html,Neutral,0.9740753173828124
The Week,20-09-2024,PTI,Himachal to discontinue Re 1 unit electricity subsidy to industrial users,https://www.theweek.in/wire-updates/business/2024/09/20/nrg14-hp-power-tariff.html,Neutral,0.9683222770690918
The Week,20-09-2024,PTI,India's forex reserves rise USD 223 mn to a fresh high of USD 689.45 bn,https://www.theweek.in/wire-updates/business/2024/09/20/del85-biz-rbi-forex.html,Neutral,0.7997947335243225
The Week,20-09-2024,PTI,Himachal Cabinet approves handing over of 780 MW hydro power project to HPPCL,https://www.theweek.in/wire-updates/business/2024/09/20/nrg13-hp-cabinet.html,Neutral,0.5608716011047363
The Week,20-09-2024,PTI,Cyber security researcher claims Star Health Insurance official sold data of 3.1 cr customers,https://www.theweek.in/wire-updates/business/2024/09/20/del83-biz-starhealth-data-breach.html,Neutral,0.9090045094490052
The Week,20-09-2024,Pooja Biraia Jaiswal,"'The Little Prince', a fascinating French tale to take life on stage at NMACC",https://www.theweek.in/leisure/society/2024/09/20/the-little-prince-a-fascinating-french-tale-to-take-life-on-stage-at-nmacc.html,Positive,0.8983606696128845
Telegraph India,20-09-2024,PTI,BharatPe co-founder Ashneer Grover’s brother-in-law arrested in Rs 81 crore fraud case,https://www.telegraphindia.com/india/bharatpe-co-founder-ashneer-grovers-brother-in-law-arrested-in-%e2%82%b981-crore-fraud-case/cid/2049333,Neutral,0.5115321278572083
Telegraph India,20-09-2024,PTI,"Veteran actor Kaviyoor Ponnamma, beloved matriarch of Malayalam cinema, dies at 80",https://www.telegraphindia.com/india/veteran-actor-kaviyoor-ponnamma-beloved-matriarch-of-malayalam-cinema-dies-at-80/cid/2049343,Neutral,0.5313424468040466
Telegraph India,20-09-2024,PTI,BJP owes people of J&K apology: Congress brands Modi's 10-year rule 'dark period',https://www.telegraphindia.com/india/bjp-owes-people-jammu-kashmir-apology-congress-brands-narendra-modis-10-year-rule-dark-period/cid/2049342,Neutral,0.780563235282898
Telegraph India,20-09-2024,PTI,Man stabs conductor on civic-run bus in Mumbai during robbery bid; arrested,https://www.telegraphindia.com/india/man-stabs-conductor-on-civic-run-bus-in-mumbai-during-robbery-bid-arrested/cid/2049341,Negative,0.8741869330406189
Telegraph India,20-09-2024,PTI,Delhi: Female doctor assaulted by dead patient's relative at government-run hospital,https://www.telegraphindia.com/india/delhi-female-doctor-assaulted-by-dead-patients-relative-at-government-run-hospital/cid/2049340,Negative,0.9201819896697998
Telegraph India,20-09-2024,PTI,"Kerala: Pocso case against actress who earlier accused Mukesh, Jayasurya, Idavela Babu",https://www.telegraphindia.com/india/kerala-pocso-case-against-actress-who-earlier-accused-mukesh-jayasurya-idavela-babu/cid/2049339,Neutral,0.9316046237945556
Telegraph India,20-09-2024,PTI,Army to carry out record-setting tree planting drive in Thar desert on Sunday,https://www.telegraphindia.com/india/army-to-carry-out-record-setting-tree-planting-drive-in-thar-desert-on-sunday/cid/2049337,Neutral,0.7566539645195007
Telegraph India,20-09-2024,PTI,Ghee for Palani temple 'Panchamirtham' prasadam is from Aavin: Tamil Nadu government,https://www.telegraphindia.com/india/ghee-for-palani-temple-panchamirtham-prasadam-is-from-aavin-tamil-nadu-government/cid/2049338,Neutral,0.9804373383522034
Telegraph India,20-09-2024,PTI,HC asks DU minority colleges to reply to plea against decision to disassociate from polls,https://www.telegraphindia.com/india/high-court-asks-delhi-university-minority-colleges-to-reply-to-plea-against-decision-to-disassociate-from-polls/cid/2049329,Neutral,0.968052089214325
Telegraph India,20-09-2024,PTI,Delhi University Students' Union polls: 21 candidates to fight for posts on September 27,https://www.telegraphindia.com/india/delhi-university-students-union-polls-21-candidates-to-fight-for-posts-on-september-27/cid/2049331,Neutral,0.9687499403953552
Telegraph India,20-09-2024,PTI,Sharad Pawar faction moves SC for new symbols to NCP factions ahead of Maharashtra assembly polls,https://www.telegraphindia.com/india/sharad-pawar-faction-moves-sc-for-new-symbols-to-ncp-factions-ahead-of-maharashtra-assembly-polls/cid/2049336,Neutral,0.9804038405418396
Telegraph India,20-09-2024,PTI,"Unconstitutional, could have a chilling effect: Bombay High Court strikes down amended IT Rules",https://www.telegraphindia.com/india/bombay-high-court-strikes-down-amended-it-rules-on-fake-news-speaks-of-their-chilling-effect/cid/2049334,Negative,0.7922049760818481
Telegraph India,20-09-2024,PTI,"J&K: Bus carrying over dozen BSF troopers falls into gorge, many critically injured",https://www.telegraphindia.com/india/jammu-and-kashmir-bus-carrying-over-dozen-bsf-troopers-falls-into-gorge-many-critically-injured/cid/2049326,Negative,0.9061256051063538
Telegraph India,20-09-2024,PTI,Tripura: Border Security Force rescues Indian man 'abducted' in Bangladesh,https://www.telegraphindia.com/india/tripura-border-security-force-rescues-indian-man-abducted-in-bangladesh/cid/2049310,Neutral,0.7053248882293701
Telegraph India,20-09-2024,PTI,Ex-chief priest of Tirumala temple expresses anguish over 'adulteration' in 'prasadam' ingredients,https://www.telegraphindia.com/india/ex-chief-priest-of-tirumala-temple-expresses-anguish-over-adulteration-in-prasadam-ingredients/cid/2049317,Negative,0.9506303071975708
Telegraph India,20-09-2024,PTI,Delhi govt to conduct psychological tests on selected children to identify gifted students,https://www.telegraphindia.com/india/delhi-government-to-conduct-psychological-tests-on-selected-children-to-identify-gifted-students/cid/2049323,Neutral,0.928955852985382
Telegraph India,20-09-2024,PTI,NIA conducts searches related to promotion of terrorism by Gurupatwant Singh Pannun,https://www.telegraphindia.com/india/national-investigation-agency-conducts-searches-related-to-promotion-of-terrorism-by-gurupatwant-singh-pannun/cid/2049324,Neutral,0.6219227910041809
Telegraph India,20-09-2024,PTI,"13-year-old Dalit girl gang-raped in moving car in Mathura, accused on run",https://www.telegraphindia.com/india/dalit-girl-gang-raped-in-moving-car-in-mathura-accused-on-run/cid/2049316,Negative,0.7566580176353455
Telegraph India,20-09-2024,PTI,Modi lying in land of Mahatma Gandhi: Cong says 'bhoomi pujan' of MITRA was done twice,https://www.telegraphindia.com/india/narendra-modi-lying-in-land-of-mahatma-gandhi-congress-says-bhoomi-pujan-of-mitra-park-was-done-twice/cid/2049318,Neutral,0.9643951654434204
Telegraph India,20-09-2024,PTI,YSRCP government damaged Tirupati's sacredness by using adulterated ghee for laddu,https://www.telegraphindia.com/india/chandrababu-naidu-ysrcp-damaged-tirumala-tirupati-devasthanamss-sacredness-by-using-adulterated-ghee-for-laddu/cid/2049322,Negative,0.9659838080406188
Telegraph India,20-09-2024,Our Web Desk,Uproar in Odisha after Indian Army officer’s fiancee details ‘sexual assault’ by police,https://www.telegraphindia.com/gallery/uproar-in-odisha-after-indian-army-officers-fiancee-details-sexual-assault-in-police-station-photogallery/cid/2049287,Negative,0.9375171065330504
Telegraph India,20-09-2024,PTI,Sexual assault of minor: Court remands 'Stree 2' choreographer to judicial custody,https://www.telegraphindia.com/india/sexual-assault-of-minor-court-remands-stree-2-choreographer-to-judicial-custody/cid/2049315,Negative,0.6932399868965149
Telegraph India,20-09-2024,PTI,Man hangs self over financial crisis in Uttar Pradesh's Ballia,https://www.telegraphindia.com/india/man-hangs-self-over-financial-crisis-in-uttar-pradeshs-ballia/cid/2049295,Negative,0.9362371563911438
Telegraph India,20-09-2024,PTI,SC sends notice to National Investigation Agency on release plea filed by E. Abubacker,https://www.telegraphindia.com/india/sc-sends-notice-to-national-investigation-agency-on-release-plea-filed-by-e-abubacker/cid/2049303,Neutral,0.979882001876831
Telegraph India,20-09-2024,PTI,"Cyber fraudsters put Thane woman under digital arrest, dupes her of Rs 2.45 crore",https://www.telegraphindia.com/india/cyber-fraudsters-put-thane-woman-under-digital-arrest-dupes-her-of-rs-2-45-crore/cid/2049291,Negative,0.9399542808532716
Telegraph India,20-09-2024,PTI,ASI to resume technical survey of Jagannath temple 'Ratna Bhandar' from Saturday: SJTA,https://www.telegraphindia.com/india/archaeological-survey-of-india-to-resume-technical-survey-of-jagannath-temple-ratna-bhandar-from-saturday-shree-jagannath-temple-administration/cid/2049281,Neutral,0.9778771996498108
Telegraph India,20-09-2024,PTI,Odisha women commission begins probe into 'sexual assault' of woman at police station,https://www.telegraphindia.com/india/odisha-women-commission-begins-probe-into-sexual-assault-of-woman-at-police-station/cid/2049284,Negative,0.7740110754966736
Telegraph India,20-09-2024,PTI,New analysis of Wuhan market samples reveal 'specific species' potential carriers of Covid-19 virus,https://www.telegraphindia.com/india/new-analysis-of-wuhan-market-samples-reveal-specific-species-potential-carriers-of-covid-19-virus/cid/2049265,Neutral,0.9547479152679444
Telegraph India,20-09-2024,PTI,Actress assault case: Court in Kerala imposes stringent bail conditions on Pulsar Suni,https://www.telegraphindia.com/india/actress-assault-case-court-in-kerala-imposes-stringent-bail-conditions-on-pulsar-suni/cid/2049275,Neutral,0.959723174571991
Telegraph India,20-09-2024,PTI,"Laddu row: Ghee suppliers took advantage of lack of in-house testing facilities, says TTD",https://www.telegraphindia.com/india/laddu-row-ghee-suppliers-took-advantage-of-lack-of-in-house-testing-facilities-tirumala-tirupati-devasthanams/cid/2049274,Neutral,0.8917036056518555
Telegraph India,20-09-2024,PTI,"Protect 'Sanatana Dharma': 'Beef, pork fat' in Tirupati laddus disturb Pawan Kalyan",https://www.telegraphindia.com/india/protect-sanatana-dharma-beef-pork-fat-in-tirupati-laddus-disturb-pawan-kalyan/cid/2049262,Neutral,0.8125900626182556
Telegraph India,20-09-2024,PTI,Odisha: Father of woman 'sexually assaulted' at police station demands dismissal of cops,https://www.telegraphindia.com/india/odisha-father-of-woman-sexually-assaulted-at-police-station-demands-dismissal-of-cops/cid/2049267,Negative,0.9179767370224
Telegraph India,20-09-2024,PTI,"India's 3rd 700 MWe nuclear reactor achieves criticality, to generate electricity soon",https://www.telegraphindia.com/india/indias-3rd-700-mwe-nuclear-reactor-achieves-criticality-to-generate-electricity-soon/cid/2049261,Positive,0.8496481776237488
Telegraph India,20-09-2024,PTI,Rahul to meet professionals from various sectors in Jammu and Kashmir next week,https://www.telegraphindia.com/india/rahul-gandhi-to-meet-professionals-from-various-sectors-in-jammu-and-kashmir-next-week/cid/2049258,Neutral,0.8623760938644409
Telegraph India,20-09-2024,PTI,"Choose Arvind Kejriwal to prevent power tariff hikes in Delhi, says CM-designate Atishi",https://www.telegraphindia.com/india/choose-arvind-kejriwal-to-prevent-power-tariff-hikes-in-delhi-says-atishi/cid/2049255,Neutral,0.79172283411026
Telegraph India,20-09-2024,PTI,"AAP demands govt accommodation for Kejriwal, says he is entitled to it",https://www.telegraphindia.com/india/aam-aadmi-party-demands-government-accommodation-for-arvind-kejriwal-says-he-is-entitled-to-it/cid/2049260,Neutral,0.9714565277099608
Telegraph India,20-09-2024,PTI,Three FIRs filed in Chhattisgarh against Rahul Gandhi for his remarks in US on Sikhs,https://www.telegraphindia.com/india/three-firs-filed-in-chhattisgarh-against-rahul-gandhi-for-his-remarks-in-the-united-states-on-sikhs/cid/2049248,Neutral,0.8483057618141174
Telegraph India,20-09-2024,Arnab Ganguly,Tirupati laddoos and the case of all-knowing ammas who sensed ‘hyegine’ problem,https://www.telegraphindia.com/india/tirupati-laddoos-and-the-curious-case-of-all-knowing-ammas-who-sensed-hyegine-problem/cid/2049253,Neutral,0.8839573860168457
Telegraph India,20-09-2024,PTI,PM Modi to launch online vaccine management portal U-WIN in October: JP Nadda,https://www.telegraphindia.com/india/pm-modi-to-launch-online-vaccine-management-portal-u-win-in-october-jp-nadda/cid/2049241,Neutral,0.91158264875412
Telegraph India,20-09-2024,PTI,"Congress being run by 'tukde tukde' gang, urban Naxals, says PM Narendra Modi",https://www.telegraphindia.com/india/prime-minister-narendra-modi-congress-being-run-by-tukde-tukde-gang-urban-naxals/cid/2049237,Negative,0.7045559883117676
Telegraph India,20-09-2024,PTI,Coaching centre deaths: SC asks Centre-appointed panel to submit interim measures in 4 weeks,https://www.telegraphindia.com/india/coaching-centre-deaths-sc-asks-centre-appointed-panel-to-submit-interim-measures-in-4-weeks/cid/2049232,Negative,0.6112456321716309
Telegraph India,20-09-2024,PTI,Maharashtra deputy chief minister Ajit Pawar expresses concern over EY employee's death,https://www.telegraphindia.com/india/maharashtra-deputy-chief-minister-ajit-pawar-expresses-concern-over-ernst-young-employees-death/cid/2049233,Negative,0.7480344772338867
Telegraph India,20-09-2024,PTI,"Land-for-jobs case: Sanctions to prosecute Lalu Prasad obtained, CBI tells court",https://www.telegraphindia.com/india/land-for-jobs-case-sanctions-to-prosecute-lalu-prasad-obtained-cbi-tells-court/cid/2049218,Neutral,0.8640488386154175
Telegraph India,20-09-2024,PTI,"Uttar Pradesh: In a fit of rage over birth of fourth daughter man kills newborn, arrested",https://www.telegraphindia.com/india/uttar-pradesh-in-a-fit-of-rage-over-birth-of-fourth-daughter-man-kills-newborn-arrested/cid/2049223,Negative,0.9433879852294922
Telegraph India,20-09-2024,PTI,"SC's YouTube channel hacked, cryptocurrency videos of US company being streamed",https://www.telegraphindia.com/india/supreme-courts-youtube-channel-hacked-cryptocurrency-videos-of-us-company-being-streamed/cid/2049221,Negative,0.6973351836204529
Telegraph India,20-09-2024,PTI,SC takes cognisance of ‘objectionable’ comments of HC judge against woman lawyer,https://www.telegraphindia.com/india/supreme-court-takes-cognisance-of-objectionable-comments-of-karnataka-high-court-judge-against-woman-lawyer/cid/2049214,Neutral,0.574546217918396
Telegraph India,20-09-2024,PTI,Odisha: Naveen Patnaik demands judicial inquiry into 'sexual harassment' of woman in police custody,https://www.telegraphindia.com/india/odisha-naveen-patnaik-demands-judicial-inquiry-into-sexual-harassment-of-woman-in-police-custody/cid/2049216,Negative,0.7637287974357605
